BatterTeam,Batter,BatterSide,PitchType,PitcherThrows,BatterScore,#ofPitches
AUB_TIG,"Nelson, Drew",Left,VS Left Fastball,,54.72,24
AUB_TIG,"Nelson, Drew",Left,VS Left Slider/Cutter,,50.77,10
AUB_TIG,"Nelson, Drew",Left,VS Left ChangeUp/Splitter,,52.28,5
AUB_TIG,"Nelson, Drew",Left,VS Right Sinker,,6.13,1
AUB_TIG,"Nelson, Drew",Left,VS Left Curveball,,6.02,2
AUB_TIG,"Nelson, Drew",Left,VS Left Sinker,,55.4,4
AUB_TIG,"Mauldin, Ty",Left,VS Left Fastball,,47.87,62
AUB_TIG,"Mauldin, Ty",Left,VS Left Slider/Cutter,,43.97,28
AUB_TIG,"Mauldin, Ty",Left,VS Left Sinker,,46.93,11
AUB_TIG,"Mauldin, Ty",Left,VS Right Slider/Cutter,,41.97,10
AUB_TIG,"Mauldin, Ty",Left,VS Right Sinker,,60.06,7
AUB_TIG,"Mauldin, Ty",Left,VS Right Fastball,,46.73,34
AUB_TIG,"Mauldin, Ty",Left,VS Right ChangeUp/Splitter,,44.48,13
AUB_TIG,"Mauldin, Ty",Left,VS Right Curveball,,46.9,14
AUB_TIG,"Mauldin, Ty",Left,VS Left ChangeUp/Splitter,,48.09,6
AUB_TIG,"Edwards, Cole",Right,VS Right Fastball,,45.54,45
AUB_TIG,"Edwards, Cole",Right,VS Right Slider/Cutter,,52.19,40
AUB_TIG,"Edwards, Cole",Right,VS Left Fastball,,52.36,38
AUB_TIG,"Edwards, Cole",Right,VS Left ChangeUp/Splitter,,40.81,37
AUB_TIG,"Edwards, Cole",Right,VS Right Curveball,,47.98,12
AUB_TIG,"Edwards, Cole",Right,VS Left Slider/Cutter,,44.03,21
AUB_TIG,"Edwards, Cole",Right,VS Left Sinker,,44.74,5
AUB_TIG,"Edwards, Cole",Right,VS Left Curveball,,46.16,4
AUB_TIG,"Edwards, Cole",Right,VS Right ChangeUp/Splitter,,63.77,4
AUB_TIG,"Edwards, Cole",Right,VS Right Sinker,,56.82,16
AUB_TIG,"Belyeu, Cade",Left,VS Right Fastball,,44.2,74
AUB_TIG,"Belyeu, Cade",Left,VS Right ChangeUp/Splitter,,46.12,28
AUB_TIG,"Belyeu, Cade",Left,VS Right Slider/Cutter,,51.35,20
AUB_TIG,"Belyeu, Cade",Left,VS Left Fastball,,49.39,44
AUB_TIG,"Belyeu, Cade",Left,VS Left Slider/Cutter,,36.4,32
AUB_TIG,"Belyeu, Cade",Left,VS Left Sinker,,48.27,20
AUB_TIG,"Belyeu, Cade",Left,VS Right Sinker,,51.37,12
AUB_TIG,"Belyeu, Cade",Left,VS Right Curveball,,41.99,20
AUB_TIG,"Belyeu, Cade",Left,VS Left ChangeUp/Splitter,,50.19,10
AUB_TIG,"Belyeu, Cade",Left,VS Left Curveball,,36.45,1
AUB_TIG,"Murphy, Hayden",Left,VS Right Fastball,,46.93,25
AUB_TIG,"Murphy, Hayden",Left,VS Right Slider/Cutter,,51.57,32
AUB_TIG,"Murphy, Hayden",Left,VS Right ChangeUp/Splitter,,34.14,9
AUB_TIG,"Murphy, Hayden",Left,VS Right Sinker,,60.74,15
AUB_TIG,"Murphy, Hayden",Left,VS Left Slider/Cutter,,48.05,15
AUB_TIG,"Murphy, Hayden",Left,VS Left ChangeUp/Splitter,,52.84,24
AUB_TIG,"Murphy, Hayden",Left,VS Left Fastball,,39.18,42
AUB_TIG,"Murphy, Hayden",Left,VS Right Curveball,,35.51,15
AUB_TIG,"Murphy, Hayden",Left,VS Left Sinker,,51,3
AUB_TIG,"Murphy, Hayden",Left,VS Left Curveball,,53.92,2
AUB_TIG,"Guevara, Eric",Right,VS Left Fastball,,71.06,8
AUB_TIG,"Guevara, Eric",Right,VS Left Slider/Cutter,,66.17,2
AUB_TIG,"Guevara, Eric",Right,VS Left ChangeUp/Splitter,,78.85,1
AUB_TIG,"Guevara, Eric",Right,VS Right Fastball,,69.4,3
AUB_TIG,"Guevara, Eric",Right,VS Right Slider/Cutter,,63.81,8
AUB_TIG,"Guevara, Eric",Right,VS Right ChangeUp/Splitter,,43.52,3
AUB_TIG,"Freeman, Kaleb",Right,VS Left Fastball,,58.31,39
AUB_TIG,"Freeman, Kaleb",Right,VS Left Slider/Cutter,,71.35,14
AUB_TIG,"Freeman, Kaleb",Right,VS Right Sinker,,51.02,43
AUB_TIG,"Freeman, Kaleb",Right,VS Right ChangeUp/Splitter,,50.47,35
AUB_TIG,"Freeman, Kaleb",Right,VS Right Slider/Cutter,,54.05,27
AUB_TIG,"Freeman, Kaleb",Right,VS Right Fastball,,43.32,62
AUB_TIG,"Freeman, Kaleb",Right,VS Left ChangeUp/Splitter,,52.72,15
AUB_TIG,"Freeman, Kaleb",Right,VS Left Sinker,,52.52,5
AUB_TIG,"Freeman, Kaleb",Right,VS Right Curveball,,56.02,24
AUB_TIG,"Freeman, Kaleb",Right,VS Left Curveball,,57.11,5
AUB_TIG,"Wade, Alex",Right,VS Right Fastball,,43.7,34
AUB_TIG,"Wade, Alex",Right,VS Right Slider/Cutter,,31.23,37
AUB_TIG,"Wade, Alex",Right,VS Right ChangeUp/Splitter,,40.27,5
AUB_TIG,"Wade, Alex",Right,VS Right Curveball,,22.12,4
AUB_TIG,"Wade, Alex",Right,VS Left Fastball,,42.67,32
AUB_TIG,"Wade, Alex",Right,VS Left ChangeUp/Splitter,,28.04,10
AUB_TIG,"Wade, Alex",Right,VS Left Slider/Cutter,,39.79,10
AUB_TIG,"Wade, Alex",Right,VS Left Sinker,,54.87,5
AUB_TIG,"Wade, Alex",Right,VS Right Sinker,,19.96,6
AUB_TIG,"Wade, Alex",Right,VS Left Curveball,,75.3,2
AUB_TIG,"Hernandez, Javon",Right,VS Right Fastball,,47.96,65
AUB_TIG,"Hernandez, Javon",Right,VS Right Slider/Cutter,,51.07,51
AUB_TIG,"Hernandez, Javon",Right,VS Right ChangeUp/Splitter,,47.38,9
AUB_TIG,"Hernandez, Javon",Right,VS Left Fastball,,50.18,52
AUB_TIG,"Hernandez, Javon",Right,VS Left ChangeUp/Splitter,,53.86,17
AUB_TIG,"Hernandez, Javon",Right,VS Left Slider/Cutter,,53.35,13
AUB_TIG,"Hernandez, Javon",Right,VS Right Sinker,,54.68,24
AUB_TIG,"Hernandez, Javon",Right,VS Right Curveball,,39.56,8
AUB_TIG,"Hernandez, Javon",Right,VS Left Sinker,,61.56,12
AUB_TIG,"Hernandez, Javon",Right,VS Left Curveball,,80.42,2
AUB_TIG,"Robertson, Sam",Right,VS Left Fastball,,56.17,49
AUB_TIG,"Robertson, Sam",Right,VS Left ChangeUp/Splitter,,47.68,18
AUB_TIG,"Robertson, Sam",Right,VS Left Slider/Cutter,,54.24,20
AUB_TIG,"Robertson, Sam",Right,VS Left Curveball,,51.05,6
AUB_TIG,"Robertson, Sam",Right,VS Right Fastball,,50.33,34
AUB_TIG,"Robertson, Sam",Right,VS Left Sinker,,50.53,6
AUB_TIG,"Robertson, Sam",Right,VS Right Slider/Cutter,,41.66,29
AUB_TIG,"Robertson, Sam",Right,VS Right Curveball,,64.43,8
AUB_TIG,"Robertson, Sam",Right,VS Right ChangeUp/Splitter,,49.63,3
AUB_TIG,"Robertson, Sam",Right,VS Right Sinker,,47.03,15
AUB_TIG,"Stricklin, Cale",Right,VS Left Fastball,,59.07,41
AUB_TIG,"Stricklin, Cale",Right,VS Left ChangeUp/Splitter,,62.96,17
AUB_TIG,"Stricklin, Cale",Right,VS Left Slider/Cutter,,69.41,5
AUB_TIG,"Stricklin, Cale",Right,VS Left Curveball,,65.96,1
AUB_TIG,"Stricklin, Cale",Right,VS Right Slider/Cutter,,44.25,34
AUB_TIG,"Stricklin, Cale",Right,VS Right Sinker,,46.81,21
AUB_TIG,"Stricklin, Cale",Right,VS Right Fastball,,48.34,22
AUB_TIG,"Stricklin, Cale",Right,VS Right Curveball,,47.06,2
AUB_TIG,"Stricklin, Cale",Right,VS Right ChangeUp/Splitter,,78.85,4
AUB_TIG,"Stricklin, Cale",Right,VS Left Sinker,,21.15,1
ALA_CRI,"Miller, Gage",Right,VS Right Fastball,,51.82,6
ALA_CRI,"Miller, Gage",Right,VS Right Slider/Cutter,,58.96,5
ALA_CRI,"Miller, Gage",Right,VS Left Sinker,,37.93,2
ALA_CRI,"Miller, Gage",Right,VS Right Sinker,,42.3,4
ALA_CRI,"Miller, Gage",Right,VS Left ChangeUp/Splitter,,77.84,3
ALA_CRI,"Miller, Gage",Right,VS Left Fastball,,37.83,4
ALA_CRI,"Petrutz, Ian",Left,VS Right Fastball,,45.09,3
ALA_CRI,"Petrutz, Ian",Left,VS Right ChangeUp/Splitter,,99.7,1
ALA_CRI,"Petrutz, Ian",Left,VS Left Slider/Cutter,,71.18,2
ALA_CRI,"Petrutz, Ian",Left,VS Left Sinker,,8.76,3
ALA_CRI,"Petrutz, Ian",Left,VS Right Slider/Cutter,,21.67,2
ALA_CRI,"Petrutz, Ian",Left,VS Right Sinker,,41.13,2
ALA_CRI,"Hodo, Will",Left,VS Right ChangeUp/Splitter,,47.5,2
ALA_CRI,"Hodo, Will",Left,VS Right Fastball,,46.38,6
ALA_CRI,"Hodo, Will",Left,VS Left Sinker,,98.72,1
ALA_CRI,"Hodo, Will",Left,VS Right Slider/Cutter,,56.36,3
ALA_CRI,"Sleight, Evan",Left,VS Right ChangeUp/Splitter,,78.7,2
ALA_CRI,"Sleight, Evan",Left,VS Right Fastball,,45,8
ALA_CRI,"Sleight, Evan",Left,VS Right Curveball,,45.27,1
ALA_CRI,"Sleight, Evan",Left,VS Right Slider/Cutter,,39.91,4
ALA_CRI,"Sleight, Evan",Left,VS Left ChangeUp/Splitter,,7.9,1
ALA_CRI,"Sleight, Evan",Left,VS Left Slider/Cutter,,43.31,2
ALA_CRI,"Sleight, Evan",Left,VS Left Sinker,,81.2,2
ALA_CRI,"McCants, TJ",Left,VS Right Slider/Cutter,,58.3,6
ALA_CRI,"McCants, TJ",Left,VS Right Fastball,,39.47,4
ALA_CRI,"McCants, TJ",Left,VS Left Slider/Cutter,,53.48,4
ALA_CRI,"McCants, TJ",Left,VS Left Sinker,,38.85,5
ALA_CRI,"McCants, TJ",Left,VS Right ChangeUp/Splitter,,40.66,1
ALA_CRI,"Guscette, Mac",Right,VS Right Fastball,,76.78,2
ALA_CRI,"Guscette, Mac",Right,VS Left Slider/Cutter,,19.94,2
ALA_CRI,"Guscette, Mac",Right,VS Left ChangeUp/Splitter,,69.57,2
ALA_CRI,"Guscette, Mac",Right,VS Left Fastball,,40.69,1
ALA_CRI,"Guscette, Mac",Right,VS Right Slider/Cutter,,33.56,5
ALA_CRI,"Grant, Max",Left,VS Right ChangeUp/Splitter,,34.53,1
ALA_CRI,"Grant, Max",Left,VS Right Slider/Cutter,,43.65,1
ALA_CRI,"Grant, Max",Left,VS Right Fastball,,13.36,2
ALA_CRI,"Grant, Max",Left,VS Left Slider/Cutter,,37.77,4
ALA_CRI,"Grant, Max",Left,VS Left Fastball,,45.7,2
ALA_CRI,"Lebron, Justin",Right,VS Right Fastball,,52.54,6
ALA_CRI,"Lebron, Justin",Right,VS Right Slider/Cutter,,71.66,2
ALA_CRI,"Lebron, Justin",Right,VS Left Sinker,,48.79,3
ALA_CRI,"Lebron, Justin",Right,VS Left Slider/Cutter,,79.89,1
ALA_CRI,"Lebron, Justin",Right,VS Right Sinker,,42.53,1
ALA_CRI,"Eblin, Bryce",Left,VS Right Fastball,,50.68,4
ALA_CRI,"Eblin, Bryce",Left,VS Right Slider/Cutter,,57.49,2
ALA_CRI,"Eblin, Bryce",Left,VS Left Slider/Cutter,,11.14,4
ALA_CRI,"Eblin, Bryce",Left,VS Left Sinker,,70.51,1
ALA_CRI,"Eblin, Bryce",Left,VS Right Sinker,,86.67,1
ALA_CRI,"Eblin, Bryce",Left,VS Left Fastball,,39.11,3
ALA_CRI,"Guangorena, Kameron",Left,VS Right ChangeUp/Splitter,,24.66,2
ALA_CRI,"Guangorena, Kameron",Left,VS Left Fastball,,64.26,3
ALA_CRI,"Guangorena, Kameron",Left,VS Right Sinker,,33.87,1
ALA_CRI,"Guangorena, Kameron",Left,VS Left Slider/Cutter,,28.67,2
ALA_CRI,"Snell, Kade",Left,VS Right ChangeUp/Splitter,,78.7,2
ALA_CRI,"Snell, Kade",Left,VS Left Slider/Cutter,,48.63,2
ALA_CRI,"Snell, Kade",Left,VS Right Fastball,,44.98,7
ALA_CRI,"Snell, Kade",Left,VS Right Slider/Cutter,,61.73,2
ALA_CRI,"Swinney, Mason",Right,VS Right Fastball,,29.3,5
ALA_CRI,"Swinney, Mason",Right,VS Right Slider/Cutter,,46.42,5
ALA_CRI,"Swinney, Mason",Right,VS Right ChangeUp/Splitter,,90.13,1
ALA_CRI,"Swinney, Mason",Right,VS Left ChangeUp/Splitter,,52.38,3
ALA_CRI,"Swinney, Mason",Right,VS Left Fastball,,70.89,3
ALA_CRI,"Mizell, Coleman",Left,VS Left Fastball,,58.65,8
ALA_CRI,"Mizell, Coleman",Left,VS Left Slider/Cutter,,62.48,1
ALA_CRI,"Mizell, Coleman",Left,VS Right Curveball,,61.13,1
ALA_CRI,"Mizell, Coleman",Left,VS Right Slider/Cutter,,65.22,4
ALA_CRI,"Mizell, Coleman",Left,VS Right Fastball,,49.96,3
ALA_CRI,"Vaughn, Luke",Right,VS Left ChangeUp/Splitter,,31.55,3
ALA_CRI,"Vaughn, Luke",Right,VS Left Fastball,,33.54,4
ALA_CRI,"Vaughn, Luke",Right,VS Right Slider/Cutter,,54.59,5
ALA_CRI,"Vaughn, Luke",Right,VS Right Fastball,,87.64,1
ALA_CRI,"Hayslip, Camden",Left,VS Left Fastball,,28.38,3
ALA_CRI,"Hayslip, Camden",Left,VS Left Slider/Cutter,,81.21,2
ALA_CRI,"Hayslip, Camden",Left,VS Left ChangeUp/Splitter,,60.3,1
ALA_CRI,"Hayslip, Camden",Left,VS Right Fastball,,32.08,1
ALA_CRI,"Hayslip, Camden",Left,VS Right Slider/Cutter,,99.66,1
ALA_CRI,"Rubin, Joey",Right,VS Left Fastball,,50.7,4
ALA_CRI,"Rubin, Joey",Right,VS Left ChangeUp/Splitter,,26.72,1
ALA_CRI,"Rubin, Joey",Right,VS Left Slider/Cutter,,6.74,1
ALA_CRI,"Rubin, Joey",Right,VS Right Sinker,,33.67,2
ALA_CRI,"Rubin, Joey",Right,VS Right Slider/Cutter,,30.8,4
ALA_CRI,"Rubin, Joey",Right,VS Right Fastball,,33.95,2
ALA_CRI,"Hamiter, William",Left,VS Left Fastball,,50.91,9
ALA_CRI,"Hamiter, William",Left,VS Left Slider/Cutter,,74.43,5
ALA_CRI,"Hamiter, William",Left,VS Left ChangeUp/Splitter,,70.4,2
ALA_CRI,"Hamiter, William",Left,VS Right Sinker,,60.27,2
ALA_CRI,"Plattner, Will",Right,VS Right Slider/Cutter,,56.41,4
ALA_CRI,"Plattner, Will",Right,VS Right Sinker,,57.3,4
ALA_CRI,"Plattner, Will",Right,VS Right Fastball,,31.44,3
ALA_CRI,"Bailey, Walt",Right,VS Right Sinker,,36.53,2
ALA_CRI,"Bailey, Walt",Right,VS Right Slider/Cutter,,8.16,1
ALA_CRI,"Bailey, Walt",Right,VS Left Fastball,,17.17,1
ALA_CRI,"Picot, Parker",Right,VS Right Fastball,,36.5,2
ALA_CRI,"Mueller, Jake",Right,VS Right Slider/Cutter,,63.5,1
ALA_CRI,"Mueller, Jake",Right,VS Right Fastball,,61.88,3
AUB_TIG,"Crotchfelt, Zach",Left,VS Left Slider/Cutter,,43.41,2
AUB_TIG,"Crotchfelt, Zach",Left,VS Left Fastball,,46.81,1
LAT,"Furr, Kasten",Right,VS Right Fastball,,50.6,14
LAT,"Furr, Kasten",Right,VS Right Slider/Cutter,,73.79,4
LAT,"Furr, Kasten",Right,VS Left Sinker,,37.93,2
LAT,"Furr, Kasten",Right,VS Left ChangeUp/Splitter,,60.3,1
LAT,"Furr, Kasten",Right,VS Right Sinker,,16.93,1
LAT,"Davis, Dalton",Right,VS Right Fastball,,45.58,15
LAT,"Davis, Dalton",Right,VS Right Slider/Cutter,,43.17,8
LAT,"Davis, Dalton",Right,VS Right Curveball,,61.13,1
LAT,"Davis, Dalton",Right,VS Right Sinker,,38.63,4
LAT,"Bates, Ethan",Left,VS Right Fastball,,54.54,9
LAT,"Bates, Ethan",Left,VS Right Slider/Cutter,,36.3,5
LAT,"Bates, Ethan",Left,VS Right Curveball,,71.55,2
LAT,"Bates, Ethan",Left,VS Left Fastball,,17.17,1
LAT,"Bates, Ethan",Left,VS Right ChangeUp/Splitter,,79,1
LAT,"Myers, Adarius",Right,VS Right Fastball,,64.37,6
LAT,"Myers, Adarius",Right,VS Right Slider/Cutter,,29.51,7
LAT,"Myers, Adarius",Right,VS Right Curveball,,76.41,2
LAT,"Myers, Adarius",Right,VS Right Sinker,,74.93,1
LAT,"Myers, Adarius",Right,VS Left Fastball,,30.87,1
LAT,"Myers, Adarius",Right,VS Left ChangeUp/Splitter,,7.9,1
LAT,"Myers, Adarius",Right,VS Left Sinker,,54.91,2
LAT,"Snider, Reid",Right,VS Right Fastball,,47.91,5
LAT,"Snider, Reid",Right,VS Right Slider/Cutter,,40.27,6
LAT,"Snider, Reid",Right,VS Right Sinker,,85.69,3
LAT,"Snider, Reid",Right,VS Left Sinker,,27.42,3
LAT,"Snider, Reid",Right,VS Left Slider/Cutter,,62.48,1
LAT,"McLeod, Logan",Right,VS Right Slider/Cutter,,35.07,11
LAT,"McLeod, Logan",Right,VS Right Fastball,,59.31,3
LAT,"McLeod, Logan",Right,VS Left Fastball,,59.05,2
LAT,"McLeod, Logan",Right,VS Left ChangeUp/Splitter,,60.3,1
LAT,"McLeod, Logan",Right,VS Left Slider/Cutter,,24.35,1
LAT,"Safford, Will",Left,VS Right Fastball,,69.34,5
LAT,"Safford, Will",Left,VS Right Curveball,,51.75,3
LAT,"Safford, Will",Left,VS Right Slider/Cutter,,16.96,2
LAT,"Safford, Will",Left,VS Left Fastball,,39.34,5
LAT,"Safford, Will",Left,VS Left Slider/Cutter,,46.08,4
LAT,"Coates, Colton",Left,VS Right Fastball,,57.44,4
LAT,"Coates, Colton",Left,VS Right Slider/Cutter,,44.4,4
LAT,"Coates, Colton",Left,VS Right ChangeUp/Splitter,,27.11,4
LAT,"Coates, Colton",Left,VS Right Curveball,,32.99,1
LAT,"Patterson, Cade",Right,VS Left Sinker,,35.36,2
LAT,"Patterson, Cade",Right,VS Right Fastball,,58.26,2
LAT,"Patterson, Cade",Right,VS Right Slider/Cutter,,21.45,2
LAT,"Patterson, Cade",Right,VS Right ChangeUp/Splitter,,79,1
LAT,"Smith, Luke",Left,VS Left Sinker,,43.27,2
LAT,"Smith, Luke",Left,VS Left Slider/Cutter,,79.89,1
LAT,"Smith, Luke",Left,VS Right Fastball,,32.08,1
LAT,"Smith, Luke",Left,VS Right Curveball,,14.96,1
LAT,"Alonso, Nick",Right,VS Right Fastball,,32.08,1
LAT,"Alonso, Nick",Right,VS Right Slider/Cutter,,8.16,1
LAT,"Netterville, Slade",Right,VS Right Fastball,,49.15,1
LAT,"Netterville, Slade",Right,VS Right Slider/Cutter,,25.76,1
LAT,"Netterville, Slade",Right,VS Right ChangeUp/Splitter,,9.42,1
LAT,"Smith, Jake",Right,VS Right Slider/Cutter,,63.5,1
LAT,"Smith, Jake",Right,VS Right Fastball,,79.25,1
LAT,"Smith, Jake",Right,VS Right Curveball,,27.37,2
LAT,"Smith, Jake",Right,VS Right ChangeUp/Splitter,,9.42,1
LAT,"LaRocca, Jake",Right,VS Right Slider/Cutter,,23.03,3
LAT,"LaRocca, Jake",Right,VS Right Sinker,,61.2,1
LAT,"Ballard, Michael",Right,VS Right Fastball,,35.02,3
LAT,"Ballard, Michael",Right,VS Right Slider/Cutter,,79.81,1
LAT,"Ballard, Michael",Right,VS Left Sinker,,43.13,7
LAT,"Ballard, Michael",Right,VS Left Fastball,,30.87,1
LAT,"Comeaux, Grant",Right,VS Right Slider/Cutter,,35.17,1
LAT,"Comeaux, Grant",Right,VS Right Fastball,,5.62,1
LAT,"Comeaux, Grant",Right,VS Left Fastball,,59.21,2
LAT,"Comeaux, Grant",Right,VS Left Slider/Cutter,,36.99,3
LAT,"Comeaux, Grant",Right,VS Left Sinker,,35.47,2
LAT,"Evans, Karson",Right,VS Right Fastball,,18.75,1
LAT,"Evans, Karson",Right,VS Left Fastball,,76.66,3
LAT,"Evans, Karson",Right,VS Left Slider/Cutter,,50.92,4
LAT,"Guinn, Hutson",Right,VS Right Slider/Cutter,,39.8,4
LAT,"Guinn, Hutson",Right,VS Right Fastball,,39.47,4
LAT,"Guinn, Hutson",Right,VS Right Sinker,,16.93,1
TRO_TRJ,"Myers, Kole",Left,VS Right Fastball,,64.07,10
TRO_TRJ,"Myers, Kole",Left,VS Right ChangeUp/Splitter,,69.73,2
TRO_TRJ,"Myers, Kole",Left,VS Right Slider/Cutter,,63.75,5
TRO_TRJ,"Myers, Kole",Left,VS Left Curveball,,51.2,2
TRO_TRJ,"Myers, Kole",Left,VS Left Fastball,,46.88,4
TRO_TRJ,"Whibbs, Donovan",Right,VS Right Fastball,,62.09,10
TRO_TRJ,"Whibbs, Donovan",Right,VS Right ChangeUp/Splitter,,50.71,4
TRO_TRJ,"Whibbs, Donovan",Right,VS Left Fastball,,65.31,3
TRO_TRJ,"Whibbs, Donovan",Right,VS Left Slider/Cutter,,62.48,1
TRO_TRJ,"Whibbs, Donovan",Right,VS Left Curveball,,98.49,1
TRO_TRJ,"Sullivan, William",Left,VS Right ChangeUp/Splitter,,46.96,3
TRO_TRJ,"Sullivan, William",Left,VS Right Slider/Cutter,,25.47,3
TRO_TRJ,"Sullivan, William",Left,VS Right Fastball,,38.36,3
TRO_TRJ,"Sullivan, William",Left,VS Left Curveball,,52.86,2
TRO_TRJ,"Sullivan, William",Left,VS Left Fastball,,64.91,1
TRO_TRJ,"Lewis, Shane",Left,VS Right Fastball,,52.85,19
TRO_TRJ,"Lewis, Shane",Left,VS Right ChangeUp/Splitter,,34.94,2
TRO_TRJ,"Lewis, Shane",Left,VS Right Slider/Cutter,,53.31,4
TRO_TRJ,"Bartolero, Caleb",Right,VS Right Slider/Cutter,,47.95,12
TRO_TRJ,"Bartolero, Caleb",Right,VS Right Fastball,,52.21,12
TRO_TRJ,"Mock, Kyle",Left,VS Right Curveball,,32.99,1
TRO_TRJ,"Mock, Kyle",Left,VS Right Fastball,,48.97,14
TRO_TRJ,"Mock, Kyle",Left,VS Right Slider/Cutter,,42.9,8
TRO_TRJ,"Kavanaugh, Ethan",Right,VS Right Fastball,,54.1,17
TRO_TRJ,"Kavanaugh, Ethan",Right,VS Right Slider/Cutter,,84.95,2
TRO_TRJ,"Kavanaugh, Ethan",Right,VS Right Curveball,,96.04,1
TRO_TRJ,"Cobb Jr., Tremayne",Right,VS Right Fastball,,18.25,7
TRO_TRJ,"Cobb Jr., Tremayne",Right,VS Right Slider/Cutter,,39.58,4
TRO_TRJ,"Cobb Jr., Tremayne",Right,VS Right Curveball,,61.13,1
TRO_TRJ,"Stearns, Clay",Right,VS Right Slider/Cutter,,51.66,7
TRO_TRJ,"Stearns, Clay",Right,VS Right Fastball,,48.87,11
TRO_TRJ,"Stearns, Clay",Right,VS Right Curveball,,47.06,2
TRO_TRJ,,Undefined,VS Undefined Slider/Cutter,,100,1
AUB_TIG,"Herberholz, Christian",Right,VS Left Fastball,,58.36,8
AUB_TIG,"Herberholz, Christian",Right,VS Left Slider/Cutter,,93.11,2
AUB_TIG,"Herberholz, Christian",Right,VS Left Curveball,,39.76,2
AUB_TIG,Maddy,Right,VS Left Fastball,,99.51,3
